address,bathrooms,change,country,description,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasStaging,hasVideo,highlight,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,newDevelopmentHighlight,notes,numPhotos,operation,parkingSpace,price,priceByArea,priceInfo,propertyCode,propertyType,province,query_district_id,rooms,savedAd,showAddress,size,status,suggestedTexts,thumbnail,topNewDevelopment,topPlus,url
calle del Rector Triadó,2,{},es,"Chrysol presenta una planta baja completamente reformada, donde el diseño, la elegancia y la funcionalidad se fusionan para ofrecer un hogar único. Cada detalle ha sido cuidadosamente seleccionado para crear un espacio acogedor y confortable, ideal para quienes buscan confort y calidad. La vivienda dispone de tres dormitorios ofreciendo un ambiente ideal tanto para el descanso como para la creatividad. Los dos baños han sido diseñados con materiales de alta gama y una estética moderna que combina a la perfección funcionalidad y estilo. El corazón de esta propiedad es su espectacular salón-comedor con cocina integrada, un espacio diáfano que invita a disfrutar de la convivencia y el bienestar en un entorno elegante y contemporáneo. Desde aquí, se accede a un magnífico jardín privado de 60 m², un rincón de serenidad perfecto para relajarse, organizar encuentros inolvidables o simplemente disfrutar del aire libre. La reforma integral ha sido realizada con materiales de primera calidad, garantizando acabados impecables y un ambiente armonioso. Ubicada en una zona tranquila y bien comunicada, esta propiedad permite disfrutar de la paz y la privacidad sin renunciar a la cercanía de servicios esenciales como comercios, colegios y transporte público. Este hogar representa una oportunidad excepcional para quienes buscan una vivienda exclusiva, lista para entrar a vivir y diseñada para ofrecer el máximo confort y calidad de vida. No dejes pasar esta oportunidad. Contáctanos hoy mismo y descubre tu próximo hogar. Chrysol Value @chrysolvalue.",{'typology': 'flat'},734,Sants-Montjuïc,True,CHV1724,bj,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3781348,2.1434662,Barcelona,Hostafrancs,False,,False,[],33,sale,,679000.0,5956.0,"{'price': {'amount': 679000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 699000.0, 'priceDropValue': 20000, 'priceDropPercentage': 3}}}",107276576,flat,Barcelona,3,3,{},False,114.0,good,"{'subtitle': 'Hostafrancs, Barcelona', 'title': 'Piso en calle del Rector Triadó'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/f0/3c/1389449666.webp,False,True,https://www.idealista.com/inmueble/107276576/
calle del Rector Triadó,2,{},es,"Chrysol presenta esta fantástica propiedad con terraza de 40 m2 completamente reformada, donde el diseño, la elegancia y la funcionalidad se fusionan para ofrecer un hogar único. Cada detalle ha sido cuidadosamente seleccionado para crear un espacio acogedor y confortable, ideal para quienes buscan confort y calidad. La vivienda dispone de dos dormitorios ofreciendo un ambiente ideal tanto para el descanso como para la creatividad. Los dos baños han sido diseñados con materiales de alta gama y una estética moderna que combina a la perfección funcionalidad y estilo. El corazón de esta propiedad es su espectacular salón-comedor con cocina integrada, un espacio diáfano que invita a disfrutar de la convivencia y el bienestar en un entorno elegante y contemporáneo.  La reforma integral ha sido realizada con materiales de primera calidad, garantizando acabados impecables y un ambiente armonioso. El piso dispone de una terraza en el terrado de uso privativo de 60m² con baño y trastero para disfrutar de momentos inolvidables. Ubicada en una zona tranquila y bien comunicada, esta propiedad permite disfrutar de la paz y la privacidad sin renunciar a la cercanía de servicios esenciales como comercios, colegios y transporte público. Este hogar representa una oportunidad excepcional para quienes buscan una vivienda exclusiva, lista para entrar a vivir y diseñada para ofrecer el máximo confort y calidad de vida. No dejes pasar esta oportunidad. Contáctanos hoy mismo y descubre tu próximo hogar. Chrysol Value @chrysolvalue.",{'typology': 'flat'},551,Sants-Montjuïc,True,CHV1721,3,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3760959,2.1438318,Barcelona,Hostafrancs,False,,False,[],40,sale,,592000.0,6578.0,"{'price': {'amount': 592000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 612000.0, 'priceDropValue': 20000, 'priceDropPercentage': 3}}}",107276509,flat,Barcelona,3,2,{},False,90.0,good,"{'subtitle': 'Hostafrancs, Barcelona', 'title': 'Piso en calle del Rector Triadó'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/7e/ae/1389449652.webp,False,True,https://www.idealista.com/inmueble/107276509/
calle d'Entença,2,{},es,"Desde Gallery Properties les presentamos este fabuloso piso con una terraza de 100m2. Este espectacular piso de 154 m² interiores, más una impresionante terraza de 100 m², te ofrece una vida de lujo y comodidad. Situado en una finca regia con ascensor, a solo unos pasos de Plaza España y el parque de Joan Miró, estarás rodeado de servicios, tiendas, bares, restaurantes, centros comerciales, colegios y transporte público. La vivienda, perfectamente conservada y reformada integralmente en 2008 con materiales de alta calidad, cuenta con una amplia zona de día que incluye un salón luminoso con acceso directo a la terraza y un comedor espacioso. La cocina office está completamente equipada con electrodomésticos modernos. Con 6 habitaciones dos con salida a balcón, en total (3 dobles, 1 vestidor, 1 individual) y 2 baños completos, este piso es ideal para familias numerosas. Los elementos originales como techos altos artesonados y vidrieras le dan un encanto único. Además, dispone de calefacción por suelo radiante, aire acondicionado y acumulador de agua caliente para tu máximo confort. El edificio, construido en 1910, cuenta con preciosos frescos en el vestíbulo y artesonados que te harán sentir en un lugar especial. Este piso cuenta con: -Carpintería de roble. -Suelos de parquet laminado de alta resistencia. -Ventanal salida terraza fabricado en Iroko macizo con cristal de cámara silent y persiana Metalunic de aluminio. -Sistema de calefacción por suelo radiante. -Aire acondicionado por splits (pared y techo). -Acumulador de agua caliente. Todo comandado y controlado mediante una única máquina eléctrica de Aerotermia. -Cuadro eléctrico y abastecimiento de agua nuevos. En Gallery Properties trabajamos para ofrecerte las mejores oportunidades inmobiliarias en Barcelona y alrededores. Para más información o concertar una visita, no dudes en ponerte en contacto con nosotros: [IW].",{'typology': 'flat'},746,Eixample,True,MAP3E,en,True,False,True,True,False,False,{'groupDescription': 'Top+'},41.3778758,2.1551536,Barcelona,Sant Antoni,False,,False,[],29,sale,,1098500.0,6539.0,"{'price': {'amount': 1098500.0, 'currencySuffix': '€'}}",108433624,flat,Barcelona,3,6,{},False,168.0,good,"{'subtitle': 'Sant Antoni, Barcelona', 'title': ""Piso en calle d'Entença""}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/fe/9b/1370629844.webp,False,True,https://www.idealista.com/inmueble/108433624/
calle de la Diputació,2,{},es,"Savills presenta este espectacular apartamento en el corazón de la Nova Esquerra de l’Eixample, Barcelona. Ubicado en una emblemática finca regia, el piso ha sido reformado con materiales de alta calidad, conservando su esencia original con techos altos y vigas vistas. Con 100 m² útiles, ofrece un diseño contemporáneo y funcional que destaca por un amplio salón-comedor con cocina abierta y una isla totalmente equipada. Desde esta estancia se accede a una magnífica terraza de 25 m², ideal para disfrutar del clima mediterráneo con total privacidad. La vivienda dispone de dos dormitorios, uno de ellos en suite con balcón, y un segundo baño completo. La doble orientación sur-oeste garantiza abundante luz natural durante todo el día. Además, cuenta con aire acondicionado y calefacción por bomba de frío/calor para asegurar el máximo confort en cualquier época del año. Su ubicación es inmejorable, a tan solo tres paradas de metro de Plaza Cataluña y a pocos pasos de Plaza España, el centro comercial Las Arenas y el Parque Joan Miró. No dude en ponerse en contacto con nosotros para más información sobre esta magnífica propiedad.",{'typology': 'flat'},568,Eixample,True,SR290790,1,True,False,True,True,True,False,{'groupDescription': 'Top+'},41.3776928,2.1516995,Barcelona,La Nova Esquerra de l'Eixample,False,,False,[],22,sale,,520000.0,5200.0,"{'price': {'amount': 520000.0, 'currencySuffix': '€'}}",108839685,flat,Barcelona,3,2,{},False,100.0,good,"{'subtitle': ""La Nova Esquerra de l'Eixample, Barcelona"", 'title': 'Piso en calle de la Diputació'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/32/19/1356634732.webp,False,True,https://www.idealista.com/inmueble/108839685/
calle de Tarragona,1,{},es,"Valencia / Llançà. Piso de 130 m², con gran terraza de 65 m² donde podrás vivir con todas las comodidades, en un entorno tranquilo y con un espacio exterior privilegiado. Acogedor piso de 130 m², de los cuales 65 m² son de inmueble, más una espectacular terraza privada de 65 m² orientación sureste, ideal para disfrutar del aire libre, organizar reuniones o crear tu propio oasis urbano. También cuenta con una segunda terraza cubierta de 6 m². La vivienda dispone de 2 habitaciones amplias y luminosas, con armarios empotrados. Cocina totalmente equipada y salón-comedor con acceso directo a la terraza. Además, cuenta con aire acondicionado por conductos y calefacción, lo que garantiza el máximo confort durante todo el año. El piso está amueblado, con muebles de diseño, listo para entrar a vivir. Opción de plaza de parking en la misma finca no incluida en el precio. Este piso es perfecto tanto para quienes buscan su hogar definitivo como para quienes quieren invertir en una propiedad lista para habitar sin necesidad de reformas. Ubicado en una finca bien cuidada, en una zona con excelente comunicación, a solo unos minutos de la estación de metro Tarragona (L3) y muy cerca de Sants, la estación principal de tren de Barcelona, ideal si te mueves por la ciudad o viajas con frecuencia. El Eixample es el segundo distrito de la ciudad de Barcelona, que ocupa la parte central de la ciudad, en una amplia zona de 7,46 km² que fue diseñada por Ildefonso Cerdá. Es el distrito más poblado de Barcelona en términos absolutos y el segundo en términos relativos. Asimismo, en el Ensanche se encuentran numerosos puntos de interés turístico y ciudadano como la Basílica de la Sagrada Familia, la Casa Milà, la Casa Batlló, el Teatro Nacional de Cataluña, el Auditorio de Barcelona, la Plaza de toros Monumental, la Casa de les Punxes, así como numerosos cines, teatros, restaurantes, hoteles y otros lugares de ocio, como parques. Pese a todo o gracias a ello, ya que Cerdá concibió una ciudad utópica, el Ensanche actual tiene plena vigencia, después de 150 años. En pleno inicio de Siglo XXI el Ensanche sigue siendo el corazón de la Barcelona actual, y continúa su construcción ya que si bien la parte central representada por el distrito del mismo nombre presenta la fisonomía típica del diseño inicial.  El inmueble se encuentra muy bien ubicado entre Sants estación, plaza España y los parques Joan Miró y la España industrial. Emblemática zona y concurrida además de turismo internacional que se mueve de plaza España a Sants o a los parques Joan miró, España industrial y parque Safo. Alrededor de la zona disponemos de farmacias, colegios, parques, residencias, hoteles, metros (azul y verde), gimnasios, etc… NO DUDE EN VISITARLO PARA MAS INFORMACIÓN.",{'typology': 'flat'},779,Eixample,True,VL.498K.6.10.25,2,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.379681,2.1461535,Barcelona,La Nova Esquerra de l'Eixample,False,,False,[],21,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 20000.0}",465000.0,3577.0,"{'price': {'amount': 465000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 475000.0, 'priceDropValue': 10000, 'priceDropPercentage': 2}}}",109493916,flat,Barcelona,3,2,{},False,130.0,good,"{'subtitle': ""La Nova Esquerra de l'Eixample, Barcelona"", 'title': 'Piso en calle de Tarragona'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/8f/fd/1376360336.webp,False,True,https://www.idealista.com/inmueble/109493916/
calle de Ganduxer,3,{},es,"Impresionante ático de 192 m² más 62 m² distribuidos en dos terrazas, organizado en cuatro niveles conectados por un espacio lleno de luz natural. La vivienda ha sido completamente renovada con un diseño contemporáneo. Al entrar, un amplio recibidor da acceso a un primer espacio que puede utilizarse como dormitorio doble, actualmente habilitado como despacho y cuarto de plancha, además de un aseo de cortesía. Desde este punto, se baja a un nivel donde se encuentran dos dormitorios dobles adicionales uno de ellos con baño en suite y una habitación individual habilitada como vestidor, y un baño completo adicional. En el nivel superior se sitúa una sala de estar de 40 m² junto con la cocina y un práctico cuarto de lavado. Desde aquí, se accede a una terraza de 50 m² orientada hacia la ciudad, equipada con un jardín y zona de solárium. Todas las estancias cuentan con abundante luz natural. La vivienda dispone de climatización independiente en cinco zonas. Los cerramientos son de aluminio con doble acristalamiento y protección solar, además de persianas y cortinas automatizadas. Las puertas interiores, de diseño italiano, combinan aluminio y cristal. La cocina incluye tanto gas como vitrocerámica, junto con electrodomésticos de alta gama: doble frigorífico, horno panorámico, horno de vapor, microondas, grill y freidora. Se incluyen muebles hechos a medida y un trastero. Además, existe la posibilidad de alquilar una plaza de aparcamiento doble. La finca ofrece parking doble disponible en alquiler, jardines comunitarios, servicio de vigilancia exterior y conserjería las 24 horas del día durante todo el año.","{'typology': 'flat', 'subTypology': 'penthouse'}",727,Sarrià-Sant Gervasi,True,15560,9,True,True,True,True,False,True,{'groupDescription': 'Top+'},41.3902382,2.1382296,Barcelona,Sant Gervasi - Galvany,False,,False,[],66,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1990000.0,10365.0,"{'price': {'amount': 1990000.0, 'currencySuffix': '€'}}",106894320,penthouse,Barcelona,4,3,{},False,192.0,good,"{'subtitle': 'Sant Gervasi - Galvany, Barcelona', 'title': 'Ático en calle de Ganduxer'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/be/d9/1310491355.webp,False,True,https://www.idealista.com/inmueble/106894320/
Barrio Les Tres Torres,3,{},es,"Luz, espacio y potencial en Tres Torres Engel & Völkers presenta esta excepcional vivienda en la prestigiosa zona de Tres Torres: una cuarta planta completamente exterior que ofrece luz natural durante todo el día y un sinfín de posibilidades.  Con 165 m² construidos más 7 m² de terraza, la vivienda ofrece un enorme potencial de reforma integral para adaptarlo completamente al estilo de vida de los nuevos propietarios. Su distribución actual ya anticipa un gran proyecto: zona de día y zona de noche perfectamente diferenciadas, área de servicio, cocina amplia y luminosa, habitaciones exteriores (una en suite), un conjunto ideal para crear un hogar funcional, cómodo y elegante. Además, cuenta con 2 plazas de parking y trastero en la misma finca, una auténtica comodidad en esta cotizada ubicación. Una oportunidad única de diseñar tu futuro hogar en una de las zonas más exclusivas de Barcelona. Tres Torres es uno de los distritos residenciales de referencia de la Ciudad Condal. Reúne todas las características esenciales para satisfacer las exigencias de quienes busquen prestigio, tranquilidad y la proximidad a comercios y servicios. Gracias a la funcionalidad y elegancia de su estructura y a las vías de comunicación que la rodean. Tres Torres representa un contexto ejemplar para residir y desarrollar cualquier tipo de actividad.",{'typology': 'flat'},947,Sarrià-Sant Gervasi,True,W-030LK8,,True,True,True,True,False,False,{'groupDescription': 'Top+'},41.3935246,2.1329153,Barcelona,Les Tres Torres,False,,False,[],25,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1290000.0,7633.0,"{'price': {'amount': 1290000.0, 'currencySuffix': '€'}}",108731022,flat,Barcelona,4,5,{},False,169.0,renew,"{'subtitle': 'Les Tres Torres, Barcelona', 'title': 'Piso'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/e9/0e/1353463857.webp,False,True,https://www.idealista.com/inmueble/108731022/
calle de París,2,{},es,"Vivienda a reformar en calle París, la base perfecta para crear el hogar de sus sueños. Con una superficie construida de 108 m² de vivienda más 15 m² repartidos entre un balcón y dos patios interiores, este piso ofrece un sinfín de posibilidades de reforma para adaptarlo a su estilo y necesidades. Actualmente dispone de una habitación en suite exterior, tres habitaciones dobles interiores —una con acceso a un pequeño patio y dos con ventana a patio—, un amplio salón-comedor con salida a la terraza orientada al norte y una generosa cocina con salida a un patio, ideal como zona de aguas y lavadero. La distribución se completa con un baño completo y un espacioso recibidor. Gracias a su orientación y a su distribución exterior en la zona de día, la propiedad goza de excelente luz natural, aportando amplitud y confort tanto en el salón-comedor como en la suite principal. El entorno es inmejorable: ubicado en un barrio con todos los servicios a pie de calle, rodeado de comercios, zonas verdes y con excelentes conexiones de transporte público (autobús y metro), que facilitan el acceso rápido a cualquier punto de la ciudad. Se trata de una segunda planta real en un edificio de 1977 que cuenta con servicio de conserjería y parking con posibilidad de alquilar en el mismo edificio. The Passet es una vivienda ideal para quienes buscan un hogar con gran potencial de reforma en una ubicación privilegiada. Withfor, la inmobiliaria con sello de confianza. Ofrecemos un servicio honesto y cercano, avalado por la prestigiosa certificación B Corp.",{'typology': 'flat'},978,Eixample,True,BCN1558,2,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3850173,2.1447298,Barcelona,La Nova Esquerra de l'Eixample,False,,False,[],49,sale,,590000.0,5463.0,"{'price': {'amount': 590000.0, 'currencySuffix': '€'}}",109284027,flat,Barcelona,4,4,{},False,108.0,renew,"{'subtitle': ""La Nova Esquerra de l'Eixample, Barcelona"", 'title': 'Piso en calle de París'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/39/c5/1389242873.webp,False,True,https://www.idealista.com/inmueble/109284027/
calle del Tenor Masini,2,{},es,"Excelente piso en Avda Madrid con Carlos III. Luminoso, amplio, con terraza exterior. Para reformar a gusto.  Nos complace poder comercializar viviendas como ésta, en excelente ubicación, estancias amplias, gran terraza soleada. Zona de día. Salón comedor de casi 30 metros y gran cocina office separados por un tabique. Salida con un gran ventanal a la terraza, acogedora y con vistas al exterior.  Zona de noche independiente en al otra ala del piso, 3 dormitorios de matrimonios de matrimonio y uno individual amplio. Dos cuarto de baño completos. El piso necesita ser reformado, las paredes son tabiques lo que admite múltiples distribuciones de grandes espacios. Si busca un piso elegante, amplio, con terraza, no deje de visitarlo, le encantará. Si tiene un inmueble en venta o piensa venderlo en los próximos meses, estaremos encantados en ayudarle. Vendemos en 3 mese con honorarios competitivos. Sin exclusividad, sin compromiso. Todo irá Bien!",{'typology': 'flat'},673,Sants-Montjuïc,True,SP1174,2,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3795442,2.1294967,Barcelona,Sants,False,,False,[],34,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",798000.0,5148.0,"{'price': {'amount': 798000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 850000.0, 'priceDropValue': 52000, 'priceDropPercentage': 6}}}",109559342,flat,Barcelona,4,4,{},False,155.0,renew,"{'subtitle': 'Sants, Barcelona', 'title': 'Piso en calle del Tenor Masini'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/d2/f7/1378704058.webp,False,True,https://www.idealista.com/inmueble/109559342/
avenida de Sarrià,3,{},es,"Magnífica vivienda situada en una finca esquinera, con orientación sureste que garantiza una excelente luminosidad durante todo el día y agradables vistas despejadas a una encantadora plaza arbolada. Actualmente, la distribución se compone de un amplio salón-comedor de 40 m² con salida a una soleada terraza, ideal para disfrutar del aire libre y de las vistas. Dispone de una espaciosa cocina independiente con zona de aguas y habitación de servicio con baño completo. La zona de noche alberga cuatro habitaciones dobles, tres de ellas exteriores. Una de las habitaciones cuenta además con acceso directo a la terraza. La vivienda ofrece múltiples posibilidades de redistribución, incluyendo la opción de integrar la cocina con el salón para crear un amplio espacio diáfano, o bien configurar una espectacular master suite con baño privado y vestidor. La vivienda cuenta además con un práctico altillo destinado a zona de almacenaje, que aporta un espacio adicional muy funcional. El precio incluye una plaza de garaje doble en el mismo edificio, con acceso directo mediante ascensor. El edificio dispone de servicio de conserjería. Ubicación inmejorable junto a una de las principales arterias comerciales de la ciudad, la Avenida Diagonal, y a escasos minutos a pie del emblemático Turó Parc. Excelente comunicación mediante transporte público.",{'typology': 'flat'},841,Les Corts,True,SP307SG,3,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3908455,2.1394004,Barcelona,Les Corts,False,,False,[],56,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1387000.0,7224.0,"{'price': {'amount': 1387000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 1500000.0, 'priceDropValue': 113000, 'priceDropPercentage': 8}}}",109558742,flat,Barcelona,4,5,{},False,192.0,good,"{'subtitle': 'Les Corts, Barcelona', 'title': 'Piso en avenida de Sarrià'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/32/7e/1389085344.webp,False,True,https://www.idealista.com/inmueble/109558742/
Barrio Les Corts,2,{},es,"Piso en Les Corts totalmente reformado con balcón y orientación sur Te presentamos este luminoso y moderno piso situado en el corazón de Les Corts, completamente reformado y listo para entrar a vivir. Su balcón con orientación sur garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. La vivienda ofrece una cocina abierta, cuidadosamente diseñada para aprovechar cada rincón y aportar amplitud a la zona de día, perfecta para disfrutar en familia o con invitados. El piso dispone de tres habitaciones: una de ellas es doble y cuenta con un elegante baño en suite, mientras que las otras dos son individuales y se adaptan fácilmente como dormitorios adicionales, despacho o zona de estudio. Un segundo baño completo da servicio al resto de la vivienda. Una oportunidad única para vivir en una de las zonas más demandadas de Barcelona, rodeada de servicios, comercios y excelentes conexiones. ¡No dejes escapar esta oportunidad y ven a visitarlo! Les Corts es uno de los barrios más elegantes y residenciales de Barcelona, ideal para quienes buscan tranquilidad sin renunciar a la vida urbana. Con una ubicación estratégica entre el centro y la zona alta, ofrece excelentes conexiones de transporte, colegios de prestigio, centros comerciales como L’Illa Diagonal y una amplia oferta gastronómica y de ocio. Sus calles arboladas, plazas tranquilas y edificios modernos conviven con fincas clásicas de alto standing, creando un entorno equilibrado y acogedor. Es una zona muy valorada por familias, profesionales y expatriados que buscan calidad de vida, seguridad y todos los servicios al alcance. Invertir o vivir en Les Corts significa disfrutar de una de las áreas más exclusivas y demandadas de Barcelona.",{'typology': 'flat'},397,Les Corts,True,W-047FP4,4,False,False,True,True,False,False,{'groupDescription': 'Top+'},41.3815001,2.1320158,Barcelona,Les Corts,False,,False,[],30,sale,,560000.0,7179.0,"{'price': {'amount': 560000.0, 'currencySuffix': '€'}}",109902726,flat,Barcelona,4,3,{},False,78.0,good,"{'subtitle': 'Les Corts, Barcelona', 'title': 'Piso'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/2e/74/1389089335.webp,False,True,https://www.idealista.com/inmueble/109902726/
calle del Tenor Masini,2,{},es,"Bonito piso muy soleado con amplia terraza en Sants –  excelente situación, Calle Tenor Masini cerca de la Avenida Madrid y de Carlos III Luminoso y espacioso piso en una segunda planta de una finca con ascensor, situado en una tranquila calle del barrio de Sants, Barcelona. Es una segunda planta La vivienda destaca por su excelente distribución y su gran terraza, ideal para disfrutar del sol durante todo el día. El salón-comedor es amplio, muy luminoso y ofrece múltiples posibilidades de distribución. La cocina es tipo office, funcional y cómoda, con salida directa a un práctico lavadero. Dispone de 4 habitaciones: tres dobles y una individual de buen tamaño. Cuenta con dos baños completos, ambos con ducha. Entre sus características: •Calefacción por caldera de gas •Suelos de parquet •Plaza de parking mediana incluida en el mismo edificio Ubicada en una zona con todos los servicios: comercios, colegios, transporte público, zonas verdes y una excelente conexión con el resto de la ciudad. IBI anual 1041 euros ITE pasada *En cumplimiento de la ley 32917 del 13 de febrero de 2018 del CÓDIGO CIVIL DE CATALUNYA, por el que se aprueba el Reglamento de Información al Consumidor en la compraventa y arrendamiento de viviendas en CATALUÑA, se informa al cliente que los gastos notariales, registrales e impuestos que le sean de aplicación ( ITP ó IVA AJD ) y otros gastos inherentes a la compraventa, así como los bienes muebles, no están incluidos en el precio. *. ¡Una excelente oportunidad para vivir en una de las zonas más conectadas y con más vida de Barcelona!",{'typology': 'flat'},612,Sants-Montjuïc,True,MPV619,2,True,False,True,True,False,True,{'groupDescription': 'Top+'},41.3795115,2.132378,Barcelona,Sants,False,,False,[],36,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",798000.0,4385.0,"{'price': {'amount': 798000.0, 'currencySuffix': '€'}}",109610765,flat,Barcelona,4,4,{},False,182.0,good,"{'subtitle': 'Sants, Barcelona', 'title': 'Piso en calle del Tenor Masini'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/e2/23/1380062724.webp,False,True,https://www.idealista.com/inmueble/109610765/
calle del Doctor Ferran,2,{},es,"MAGNÍFICA VIVIENDA EXTERIOR EN VENTA EN SARRIÀ Situada en uno de los barrios residenciales más exclusivos y demandados de Barcelona, Sarrià, aProperties les presenta en exclusiva esta magnífica vivienda a tres vientos de 106 m2 según catastro. La zona de día se compone de un acogedor y luminoso salón comedor y una cocina independiente totalmente equipada con zona de aguas y zona de servicio. Esta estancia se puede abrir al salón con la finalidad de ganar amplitud y confort. Completan esta zona un aseo.   La zona de noche se distribuye en dos dormitorios dobles, 1 de tamaño mediano y un baño amplio y completo con ducha. Todas las estancias son exteriores y cuentan con calefacción individual por radiadores. La propiedad se encuentra en una cuarta planta real de una finca que cuenta con servicio de conserjería, dos ascensores y se encuentra en buen estado de conservación.   Una oportunidad única de adquirir una vivienda en el barrio de Sarrià, rodeada por todo tipo de comercios, próxima al hospital CIMA y Clínica Corachán, colegios nacionales e internacionales y muy bien comunicada con el transporte público (a 10 minutos de la parada de Ferrocarriles Sarrià y metro María Cristina) ¡No dude en organizar una visita y convertirla en su nuevo hogar!  Contacte con nosotros para ver más inmuebles similares.",{'typology': 'flat'},828,Les Corts,True,VB2511024,4,False,False,True,True,False,True,{'groupDescription': 'Top+'},41.3886656,2.1243595,Barcelona,Pedralbes,False,,False,[],23,sale,,780000.0,7358.0,"{'price': {'amount': 780000.0, 'currencySuffix': '€'}}",109826176,flat,Barcelona,4,4,{},False,106.0,good,"{'subtitle': 'Pedralbes, Barcelona', 'title': 'Piso en calle del Doctor Ferran'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/24/44/1386794039.webp,False,True,https://www.idealista.com/inmueble/109826176/
calle de Còrsega,2,{},es,"PISO ALTO Y LUMINOSO TOTALMENTE REFORMADO EN VENTA EN LA CALLE CORSEGA  En la Nova Esquerra de l´Eixample, en la tranquila calle Corcega, encontramos esta espectacular vivienda casi ático recién reformada de 91m2. Finca totalmente reformada integralmente.   Esta vivienda consta de un espacioso salón/comedor y cocina office perfectamente integrada con un gusto exquisito. Tiene 3 habitaciones, una de las cuales, en suite, y 2 baños.   Además, la vivienda goza de un espacioso balcón con vistas panorámicas que ilumina con luz natural gran parte de la vivienda.   La vivienda está equipada con todo lo que se necesita para maximizar el confort; aire acondicionado y calefacción por conductos, materiales de gama alta, acabados de carpintería con doble cristal y mucho más...   Excelente ubicación; a pocos metros de la prestigiosa Avenida Josep Tarradellas. Tiene muchas conexiones de transporte público e innumerables opciones de ocio y disfrute.   Si estas buscando una vivienda con estilo propio, reformada y cálida no dejes escapar esta oportunidad en uno de los barrios más demandados y prestigiosos de Barcelona.   ¿Te imaginas viviendo aquí?   ¡Llámanos y concertemos visita!    Contacte con nosotros para ver más inmuebles similares.",{'typology': 'flat'},913,Eixample,True,VB2511014,7,False,False,True,False,False,True,{'groupDescription': 'Top+'},41.3830377,2.1436303,Barcelona,La Nova Esquerra de l'Eixample,False,,False,[],28,sale,,650000.0,6842.0,"{'price': {'amount': 650000.0, 'currencySuffix': '€'}}",109774994,flat,Barcelona,4,3,{},False,95.0,good,"{'subtitle': ""La Nova Esquerra de l'Eixample, Barcelona"", 'title': 'Piso en calle de Còrsega'}",https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/c6/17/1385186481.webp,False,True,https://www.idealista.com/inmueble/109774994/
